"aX,aY,aZ,gX,gY,gZ"
"-0.233276,-1.305298,-0.067993,-20.324705,-6.225585,-92.590324"
"-0.249512,-1.250732,-0.003540,-6.713867,-9.033203,-54.626461"
"-0.335083,-0.819702,0.044922,0.610352,-7.690429,-45.959469"
"-0.413330,-0.578857,0.067261,10.437011,2.685547,-61.279293"
"-0.418945,-0.651489,0.000854,-1.464844,9.704590,-95.947258"
"-0.370605,-1.124756,-0.077393,-32.958984,-0.793457,-100.952141"
"-0.335938,-1.377197,-0.051270,-40.649410,-6.652832,-86.547844"
"-0.376587,-1.156860,0.003418,-17.639160,-8.972168,-44.799801"
"-0.406250,-0.974976,-0.001343,14.099120,-2.807617,-23.681639"
"-0.453491,-0.798462,0.035645,6.713867,-2.014160,-34.851074"
"-0.447510,-0.952026,0.033325,-4.882812,-1.464844,-41.503902"
"-0.412476,-1.122070,-0.022461,-19.775391,0.427246,-38.452148"
"-0.393433,-1.167969,-0.087402,-21.728514,-1.831055,-18.310547"
""
"0.551147,-0.607544,-0.085449,5.371093,-4.516602,-132.995605"
"0.494873,-0.832642,-0.012085,-7.812500,-10.314940,-138.793945"
"0.496948,-1.092773,0.137695,-11.047362,-6.164550,-132.385254"
"0.503296,-1.116577,-0.126831,-22.338865,8.422852,-103.881828"
